Артикул;"Цена (Розница)";"Цена (Опт)";"Можно купить";"На складе";"Время отгрузки";Размер/Цвет;Валюта(Розница);Валюта(Опт)
1317;451.00;167.00;1;1;1;розовый;RUB;RUB
1318;451.00;167.00;1;3;1;черный;RUB;RUB
1321;451.00;167.00;1;2;1;черный;RUB;RUB
1322;3739.00;2136.63;0;0;3;;RUB;RUB
1400;2300.00;2000.00;0;0;3;;RUB;RUB
1410;4051.00;2315.00;1;2;1;;RUB;RUB
1438;622.00;276.64;1;2;1;;RUB;RUB
1439;643.00;285.75;1;40;2;;RUB;RUB
1445;665.00;332.53;1;12;2;;RUB;RUB
1446;540.00;239.87;1;4;1;;RUB;RUB
1447;540.00;239.87;1;5;1;;RUB;RUB
1483;446.00;165.23;1;8;1;;RUB;RUB
1486;411.00;152.27;1;15;2;;RUB;RUB
1487;436.00;161.58;1;2;1;;RUB;RUB
1488;459.00;170.13;1;2;1;;RUB;RUB
1526;443.00;164.12;1;2;1;;RUB;RUB
1528;491.00;218.08;1;30;2;;RUB;RUB
1530;443.00;164.12;1;6;1;;RUB;RUB
1539;757.00;378.68;1;50;2;;RUB;RUB
1554;4921.00;2812.03;1;30;2;;RUB;RUB
1558;1702.00;895.85;1;59;2;;RUB;RUB
1559;2237.00;1242.76;1;10;2;;RUB;RUB
1561;2237.00;1242.76;1;10;2;;RUB;RUB
1562;8459.00;4833.51;0;0;3;;RUB;RUB
1563;8459.00;4833.51;1;6;2;;RUB;RUB
1564;1223.00;643.69;0;0;3;;RUB;RUB
1569;2709.00;1504.79;1;2;2;;RUB;RUB
1571;1098.00;577.89;1;24;2;телесный;RUB;RUB
1572;1316.00;692.86;0;0;3;;RUB;RUB
1573;1534.00;807.30;0;0;3;;RUB;RUB
1575;1992.00;1106.75;1;3;2;;RUB;RUB
1576;1187.00;624.68;1;6;2;розовый;RUB;RUB
1577;2875.00;1597.01;1;38;2;телесный;RUB;RUB
1578;2538.00;1409.99;1;52;2;фиолетовый;RUB;RUB
1585;290.00;96.80;0;0;3;;RUB;RUB
1586;917.00;458.65;0;0;3;;RUB;RUB
1587;2511.00;1395.12;1;82;2;розовый;RUB;RUB
1588;1174.00;617.72;0;0;3;;RUB;RUB
1592;3271.00;1817.00;0;0;3;;RUB;RUB
1593;5582.00;3189.94;0;0;3;;RUB;RUB
1594;608.00;304.03;0;0;3;;RUB;RUB
1596;6078.00;3473.30;0;0;3;;RUB;RUB
1597;608.00;304.03;1;76;2;;RUB;RUB
1598;1432.00;753.48;0;0;3;;RUB;RUB
1599;608.00;304.03;0;0;3;;RUB;RUB
1601;882.00;440.81;1;13;2;;RUB;RUB
1602;963.00;506.71;1;112;2;;RUB;RUB
1604;1538.00;809.38;1;125;2;;RUB;RUB
1605;1279.00;672.98;0;0;3;;RUB;RUB
1607;1540.00;810.73;0;0;3;;RUB;RUB
1608;1412.00;743.17;1;127;2;;RUB;RUB
1609;1354.00;712.77;1;149;2;;RUB;RUB
1610;1187.00;624.68;0;0;3;;RUB;RUB
1611;1412.00;743.17;1;216;2;;RUB;RUB
1615;2475.00;1374.75;0;0;3;;RUB;RUB
1616;3872.00;2212.61;1;1;1;;RUB;RUB
1618;3887.00;2221.39;0;0;3;;RUB;RUB
1619;1358.00;714.88;0;0;3;;RUB;RUB
1621;1222.00;643.00;0;0;3;;RUB;RUB
1622;3193.00;1774.14;1;5;2;розовый;RUB;RUB
1623;484.00;179.26;1;2;2;розовый;RUB;RUB
1626;1579.00;831.00;1;2;2;фиолетовый;RUB;RUB
1627;1579.00;831.00;1;53;2;розовый;RUB;RUB
1628;3224.00;1790.93;1;9;2;;RUB;RUB
1630;2556.00;1420.08;1;6;2;;RUB;RUB
1633;1194.00;628.56;0;0;3;;RUB;RUB
1635;2350.00;1305.28;0;0;3;;RUB;RUB
1636;3475.00;1930.68;0;0;3;;RUB;RUB
1637;4526.00;2586.18;1;4;2;розовый;RUB;RUB
1639;3836.00;2191.81;1;11;2;голубой;RUB;RUB
1640;3802.00;2172.80;1;23;2;;RUB;RUB
1644;969.00;484.31;1;24;2;фиолетовый;RUB;RUB
1646;1687.00;888.13;1;1;1;розовый;RUB;RUB
1647;498.00;184.44;1;148;2;белый;RUB;RUB
1648;648.00;324.00;0;0;3;;RUB;RUB
1649;3040.00;1689.01;1;14;2;розовый;RUB;RUB
1651;367.00;136.05;0;0;3;;RUB;RUB
1652;6260.00;3576.97;1;2;2;;RUB;RUB
1656;4976.00;2843.65;1;3;2;белый;RUB;RUB
1659;2139.00;1188.45;0;0;3;;RUB;RUB
1662;1804.00;949.63;0;0;3;;RUB;RUB
1663;1312.00;690.77;0;0;3;;RUB;RUB
1667;4759.00;2719.31;1;38;2;;RUB;RUB
1668;1824.00;1013.41;1;56;2;розовый;RUB;RUB
1671;4732.00;2703.73;0;0;3;;RUB;RUB
1677;5216.00;2980.30;0;0;3;;RUB;RUB
1685;1418.00;746.54;1;127;2;;RUB;RUB
1686;1418.00;746.54;1;93;2;;RUB;RUB
1687;3359.00;1865.89;1;5;2;;RUB;RUB
1689;961.00;480.73;1;4;2;фиолетовый;RUB;RUB
1690;719.00;359.42;1;86;2;голубой;RUB;RUB
1695;1662.00;874.83;1;11;2;черный;RUB;RUB
1696;1662.00;874.83;1;11;2;;RUB;RUB
1698;1879.00;989.11;1;11;2;;RUB;RUB
1699;1879.00;989.11;1;11;2;;RUB;RUB
1700;1540.00;810.73;1;39;2;фиолетовый;RUB;RUB
1701;1996.00;1109.15;1;11;2;черный;RUB;RUB
1703;809.00;404.39;0;0;3;;RUB;RUB
1704;1098.00;577.89;1;25;1;прозрачный;RUB;RUB
1706;799.00;399.28;1;28;2;дымчатый;RUB;RUB
1708;1486.00;782.21;1;2;2;телесный;RUB;RUB
1709;2732.00;1517.97;1;3;2;розовый;RUB;RUB
1711;1257.00;661.68;0;0;3;;RUB;RUB
1712;553.00;245.92;0;0;3;;RUB;RUB
1713;553.00;245.92;1;82;2;;RUB;RUB
1715;4121.00;2354.77;1;11;2;;RUB;RUB
1716;6461.00;3691.86;1;11;2;;RUB;RUB
1717;1463.00;770.19;1;60;1;фиолетовый;RUB;RUB
1718;1824.00;1013.41;1;100;2;;RUB;RUB
1719;985.00;492.52;1;9;2;фиолетовый;RUB;RUB
1720;985.00;492.52;1;45;2;красный;RUB;RUB
1721;1486.00;782.21;1;5;2;телесный;RUB;RUB
1722;1486.00;782.21;1;3;2;телесный;RUB;RUB
1723;7448.00;4256.05;1;11;2;;RUB;RUB
1724;2667.00;1481.45;0;0;3;;RUB;RUB
1725;3795.00;2168.70;1;31;2;телесный;RUB;RUB
1726;1864.00;980.94;1;13;1;телесный;RUB;RUB
1727;1855.00;976.15;1;2;2;;RUB;RUB
1731;1649.00;868.15;1;16;2;телесный;RUB;RUB
1736;1335.00;702.63;1;16;2;;RUB;RUB
1738;1335.00;702.63;1;3;2;;RUB;RUB
1743;2979.00;1655.24;1;29;2;;RUB;RUB
1744;1540.00;810.73;1;9;2;;RUB;RUB
1745;1241.00;653.00;1;31;2;телесный;RUB;RUB
1746;1284.00;675.61;0;0;3;;RUB;RUB
1747;1284.00;675.61;1;116;2;телесный;RUB;RUB
1748;1241.00;653.00;1;25;2;телесный;RUB;RUB
1749;3730.00;2131.48;1;3;2;розовый;RUB;RUB
1750;984.00;491.84;1;250;2;;RUB;RUB
1751;474.00;175.66;0;0;3;;RUB;RUB
1753;456.00;202.68;1;187;2;;RUB;RUB
1755;811.00;405.36;1;373;2;;RUB;RUB
1756;1335.00;702.63;1;194;2;;RUB;RUB
1758;532.00;236.47;1;52;2;;RUB;RUB
1759;1771.00;932.33;1;161;2;розовый;RUB;RUB
1760;1687.00;888.13;1;17;2;розовый;RUB;RUB
1762;1742.00;917.09;1;11;2;розовый;RUB;RUB
1764;2782.00;1545.78;1;87;2;розовый;RUB;RUB
1765;1771.00;932.33;1;88;2;розовый;RUB;RUB
1766;1749.00;920.72;1;11;2;розовый;RUB;RUB
1767;1627.00;856.51;1;124;2;розовый;RUB;RUB
1769;2382.00;1323.51;0;0;3;;RUB;RUB
1770;2382.00;1323.51;1;30;2;черный;RUB;RUB
1771;532.00;236.47;1;144;2;;RUB;RUB
1777;684.00;341.86;1;140;2;;RUB;RUB
1778;1934.00;1074.22;1;30;2;розовый;RUB;RUB
1780;1504.00;791.77;0;0;3;;RUB;RUB
1781;3547.00;2026.82;0;0;3;;RUB;RUB
1782;1824.00;1013.41;1;58;2;;RUB;RUB
1784;1885.00;1047.19;1;11;2;дымчатый;RUB;RUB
1787;4904.00;2802.10;1;9;2;фиолетовый;RUB;RUB
1788;1384.00;728.39;1;94;2;прозрачный;RUB;RUB
1789;956.00;503.32;1;173;2;;RUB;RUB
1790;1004.00;528.32;1;19;2;;RUB;RUB
1791;1004.00;528.32;1;9;2;;RUB;RUB
1796;3040.00;1689.01;1;6;2;розовый;RUB;RUB
1798;1284.00;675.61;1;33;2;;RUB;RUB
1801;2176.00;1209.16;1;7;2;розовый;RUB;RUB
1820;1061.00;558.53;0;0;3;;RUB;RUB
1887;900.00;450.00;1;2;1;;RUB;RUB
1888;900.00;450.00;1;1;1;;RUB;RUB
1889;900.00;450.00;1;2;1;;RUB;RUB
1890;900.00;450.00;1;1;1;;RUB;RUB
1892;900.00;450.00;1;1;1;;RUB;RUB
1893;900.00;450.00;0;0;3;;RUB;RUB
1894;900.00;450.00;1;1;1;;RUB;RUB
1895;900.00;450.00;1;1;1;;RUB;RUB
1896;900.00;450.00;1;3;1;телесный;RUB;RUB
1897;900.00;450.00;1;1;1;;RUB;RUB
1900;920.00;460.00;1;3;1;телесный;RUB;RUB
1901;920.00;460.00;1;3;1;телесный;RUB;RUB
1902;920.00;460.00;1;4;1;телесный;RUB;RUB
1903;920.00;460.00;1;3;1;телесный;RUB;RUB
1904;920.00;460.00;1;5;1;телесный;RUB;RUB
1905;920.00;460.00;1;2;1;телесный;RUB;RUB
1906;1511.00;795.00;1;3;1;;RUB;RUB
1907;1511.00;795.00;1;3;1;телесный;RUB;RUB
1908;474.00;175.67;0;0;3;;RUB;RUB
1910;1710.00;900.00;1;1;1;телесный;RUB;RUB
1912;1625.00;855.00;1;2;1;телесный;RUB;RUB
1913;1625.00;855.00;1;1;1;телесный;RUB;RUB
1914;1625.00;855.00;1;1;1;телесный;RUB;RUB
1915;880.00;440.00;1;2;1;;RUB;RUB
1918;919.00;437.39;1;3;1;;RUB;RUB
1919;880.00;440.00;1;2;1;;RUB;RUB
1920;1425.00;750.00;1;2;1;телесный;RUB;RUB
1921;1425.00;750.00;1;2;1;;RUB;RUB
1922;1425.00;750.00;1;5;1;телесный;RUB;RUB
1923;1425.00;750.00;0;0;3;;RUB;RUB
1925;969.00;510.00;0;0;3;;RUB;RUB
1936;479.00;212.68;1;36;2;;RUB;RUB
1939;980.00;490.00;1;2;1;малиновый;RUB;RUB
1940;980.00;490.00;1;1;1;малиновый;RUB;RUB
1941;980.00;490.00;1;1;1;малиновый;RUB;RUB
1942;980.00;490.00;1;3;1;красный;RUB;RUB
1943;980.00;490.00;1;5;1;малиновый;RUB;RUB
1955;446.00;165.00;1;1;1;телесный;RUB;RUB
1956;1836.00;1020.00;1;2;1;;RUB;RUB
1964;15606.00;11146.80;1;11;2;телесный;RUB;RUB
1970;2113.00;1174.03;1;6;2;телесный;RUB;RUB
1971;3550.00;2028.60;1;11;2;телесный;RUB;RUB
2006;836.00;418.00;1;4;1;;RUB;RUB
2009;645.00;300.00;1;2;1;;RUB;RUB
3290;1321.00;695.10;1;4;2;"S-M розовый";RUB;RUB
3297;1532.00;806.57;0;0;3;;RUB;RUB
3307;1531.00;805.86;1;1;1;"M белый с розовым";RUB;RUB
3308;1847.00;972.22;1;5;2;"M-L черный с розовым";RUB;RUB
3328;1870.00;1038.79;1;4;2;"M-L белый с красным";RUB;RUB
3335;1847.00;972.22;0;0;3;;RUB;RUB
3342;1777.00;935.06;1;2;2;"S черный с сиреневым";RUB;RUB
3344;1490.00;784.12;0;0;3;;RUB;RUB
3347;1563.00;822.82;1;7;1;"M черный с белым,L черный с белым,S черный с белым";RUB;RUB
3349;1277.00;671.88;1;4;2;"S-M черный с голубым";RUB;RUB
3351;1374.00;722.97;1;20;2;"M розовый,L розовый,S розовый";RUB;RUB
3353;1588.00;835.98;1;7;2;"M-L черный с красным";RUB;RUB
3430;1319.00;694.26;1;82;2;голубой;RUB;RUB
3431;498.00;221.38;0;0;3;;RUB;RUB
3464;2815.00;1564.08;1;53;2;розовый;RUB;RUB
3465;2270.00;1260.84;1;91;2;розовый;RUB;RUB
3467;1853.00;1029.42;1;43;2;серебро;RUB;RUB
3469;496.00;183.54;1;27;2;фиолетовый;RUB;RUB
3472;777.00;388.70;0;0;3;;RUB;RUB
3473;2428.00;1348.62;1;39;2;фиолетовый;RUB;RUB
3478;381.00;141.08;0;0;3;;RUB;RUB
3479;388.00;143.64;0;0;3;;RUB;RUB
3480;388.00;143.64;0;0;3;;RUB;RUB
3481;476.00;176.36;1;13;2;розовый;RUB;RUB
3482;555.00;246.58;1;9;2;фиолетовый;RUB;RUB
3483;555.00;246.58;1;77;2;фиолетовый;RUB;RUB
3484;524.00;232.80;0;0;3;;RUB;RUB
3485;504.00;186.49;0;0;3;;RUB;RUB
3492;777.00;388.70;1;8;1;розовый;RUB;RUB
3504;2164.00;1202.35;1;1;1;"M-L белый с розовым";RUB;RUB
3505;2210.00;1227.66;1;3;2;"M-L красный";RUB;RUB
3506;2222.00;1234.63;1;8;2;"M-L черный с красным";RUB;RUB
3508;2222.00;1234.63;1;4;2;"M-L чёрный с голубым";RUB;RUB
3622;535.00;237.68;1;80;2;фиолетовый;RUB;RUB
3624;5080.00;2902.99;1;6;2;телесный;RUB;RUB
3626;451.00;167.00;1;6;1;черный;RUB;RUB
3627;481.00;178.09;1;5;2;черный;RUB;RUB
3628;451.00;167.00;1;2;1;черный;RUB;RUB
3629;451.00;167.00;1;4;1;черный;RUB;RUB
3630;990.00;520.97;1;64;2;розовый;RUB;RUB
3640;640.00;320.15;0;0;3;;RUB;RUB
3642;2284.00;1269.04;1;13;2;розовый;RUB;RUB
3645;739.00;369.72;1;119;2;фиолетовый;RUB;RUB
3648;766.00;383.07;1;34;2;телесный;RUB;RUB
3651;851.00;425.64;1;131;2;;RUB;RUB
3657;1000.00;499.95;1;1;2;розовый;RUB;RUB
3658;1000.00;499.95;0;0;3;;RUB;RUB
3660;1284.00;675.61;1;19;2;розовый;RUB;RUB
3664;946.00;472.92;0;0;3;;RUB;RUB
3666;720.00;359.87;1;5;2;телесный;RUB;RUB
3667;1840.00;1022.38;1;7;2;телесный;RUB;RUB
3669;2028.00;1126.43;1;63;1;;RUB;RUB
3673;1706.00;897.88;1;5;2;розовый;RUB;RUB
3675;1698.00;893.83;1;64;2;телесный;RUB;RUB
3680;2870.00;1594.58;1;33;2;;RUB;RUB
3682;2432.00;1351.21;1;47;2;;RUB;RUB
3683;2465.00;1369.67;0;0;3;;RUB;RUB
3684;2491.00;1383.64;1;20;2;розовый;RUB;RUB
3685;1537.00;808.70;1;24;2;розовый;RUB;RUB
3686;1092.00;574.60;1;7;2;;RUB;RUB
3687;1228.00;646.28;0;0;3;;RUB;RUB
3702;4432.00;2532.44;0;0;3;;RUB;RUB
3703;5954.00;3402.14;0;0;3;;RUB;RUB
3705;4381.00;2503.71;1;11;2;голубой;RUB;RUB
3706;4381.00;2503.71;0;0;3;;RUB;RUB
3707;2567.00;1425.95;0;0;3;;RUB;RUB
3708;4381.00;2503.71;1;11;2;;RUB;RUB
3709;3316.00;1842.31;0;0;3;;RUB;RUB
3745;2111.00;1172.73;0;0;3;;RUB;RUB
3749;585.00;260.00;1;1;1;;RUB;RUB
3751;606.00;303.00;1;2;1;телесный;RUB;RUB
3765;3705.00;2117.12;0;0;3;;RUB;RUB
3772;3667.00;2095.20;1;1;2;;RUB;RUB
3773;2151.00;1195.04;0;0;3;;RUB;RUB
3778;473.00;175.00;1;2;1;черный;RUB;RUB
3779;585.00;260.00;1;6;1;черный;RUB;RUB
3782;8674.00;4956.70;0;0;3;;RUB;RUB
3787;8494.00;4853.88;0;0;3;;RUB;RUB
3797;602.00;300.86;1;296;2;серебро;RUB;RUB
3803;1056.00;555.69;1;18;2;красный;RUB;RUB
3804;2438.00;1354.44;0;0;3;;RUB;RUB
3805;900.00;450.00;1;1;1;;RUB;RUB
3813;3713.00;2121.57;0;0;3;;RUB;RUB
3829;10053.00;6485.71;0;0;3;;RUB;RUB
3835;847.00;423.38;0;0;3;;RUB;RUB
3855;7554.00;4316.40;1;11;2;телесный;RUB;RUB
3906;1420.00;710.00;0;0;3;;RUB;RUB
3907;2218.00;1232.26;1;36;2;фиолетовый;RUB;RUB
3908;1490.00;745.00;0;0;3;;RUB;RUB
3918;997.00;498.66;1;10;2;;RUB;RUB
3933;1282.00;674.89;0;0;3;;RUB;RUB
3937;1390.00;695.00;1;1;1;"S-M-L черный";RUB;RUB
3945;1856.00;1031.05;0;0;3;;RUB;RUB
3951;565.00;250.94;1;2;2;"S-M-L красный";RUB;RUB
4038;869.00;434.61;0;0;3;;RUB;RUB
4043;1310.00;689.54;0;0;3;;RUB;RUB
4046;2450.00;1225.00;0;0;3;;RUB;RUB
4048;2500.00;1250.00;0;0;3;;RUB;RUB
4053;2350.00;1175.00;0;0;3;;RUB;RUB
4054;2450.00;1225.00;0;0;3;;RUB;RUB
4056;2300.00;1150.00;0;0;3;;RUB;RUB
4057;2350.00;1175.00;0;0;3;;RUB;RUB
4063;2400.00;1200.00;0;0;3;;RUB;RUB
4064;2400.00;1200.00;0;0;3;;RUB;RUB
4067;2350.00;1175.00;0;0;3;;RUB;RUB
4073;2350.00;1175.00;0;0;3;;RUB;RUB
4075;2350.00;1175.00;0;0;3;;RUB;RUB
4086;2300.00;1150.00;0;0;3;;RUB;RUB
4092;2350.00;1175.00;0;0;3;;RUB;RUB
4094;2350.00;1175.00;0;0;3;;RUB;RUB
4109;836.00;418.00;1;3;1;;RUB;RUB
4110;836.00;418.00;1;4;1;;RUB;RUB
4111;836.00;418.00;1;1;1;;RUB;RUB
4112;954.00;454.35;0;0;3;;RUB;RUB
4113;730.00;365.20;0;0;3;;RUB;RUB
4119;517.00;191.52;1;93;2;розовый;RUB;RUB
4127;1221.00;642.68;0;0;3;;RUB;RUB
4129;2800.00;1400.00;1;5;1;;RUB;RUB
4152;2152.00;1195.80;0;0;3;;RUB;RUB
4154;1593.00;838.44;0;0;3;;RUB;RUB
4323;969.00;509.92;0;0;3;;RUB;RUB
4324;1818.00;1009.76;1;3;2;фиолетовый;RUB;RUB
4328;606.00;269.25;0;0;3;;RUB;RUB
4329;502.00;223.27;0;0;3;;RUB;RUB
4332;1427.00;750.81;1;6;2;прозрачный;RUB;RUB
4334;1427.00;750.81;1;6;2;прозрачный;RUB;RUB
4335;1876.00;987.63;0;0;3;;RUB;RUB
4339;514.00;190.22;0;0;3;;RUB;RUB
4340;503.00;186.44;0;0;3;;RUB;RUB
4344;1848.00;1026.56;1;7;2;розовый;RUB;RUB
4350;505.00;224.23;0;0;3;;RUB;RUB
4355;836.00;418.00;1;5;1;;RUB;RUB
4356;836.00;418.00;1;3;1;;RUB;RUB
4357;670.00;335.00;1;2;1;;RUB;RUB
4358;686.00;343.00;0;0;3;;RUB;RUB
4394;457.00;169.09;1;15;2;;RUB;RUB
4402;2350.00;1175.00;0;0;3;;RUB;RUB
4406;819.00;409.42;0;0;3;;RUB;RUB
4408;819.00;409.42;0;0;3;;RUB;RUB
4414;1060.00;558.06;0;0;3;;RUB;RUB
4416;668.00;333.84;0;0;3;;RUB;RUB
4417;675.00;337.61;0;0;3;;RUB;RUB
4421;933.00;466.29;0;0;3;;RUB;RUB
4424;587.00;261.01;0;0;3;;RUB;RUB
4432;2243.00;1246.12;0;0;3;;RUB;RUB
4433;2547.00;1414.95;0;0;3;;RUB;RUB
4434;2243.00;1246.12;0;0;3;;RUB;RUB
4438;2508.00;1393.43;1;25;1;розовый;RUB;RUB
4443;1232.00;648.24;1;72;2;желтый;RUB;RUB
4444;1317.00;693.00;1;8;2;голубой;RUB;RUB
4446;1232.00;648.24;1;72;2;фиолетовый;RUB;RUB
4450;822.00;411.22;0;0;3;;RUB;RUB
4451;1141.00;600.54;0;0;3;;RUB;RUB
4454;1061.00;558.53;0;0;3;;RUB;RUB
4457;1155.00;608.00;1;2;1;;RUB;RUB
4458;1058.00;557.00;1;5;1;;RUB;RUB
4459;1229.00;647.00;1;10;1;красный;RUB;RUB
4460;1155.00;608.00;1;1;1;;RUB;RUB
4461;1345.00;708.00;1;1;1;;RUB;RUB
4462;1514.00;797.00;1;1;1;черный;RUB;RUB
4472;1994.00;1107.71;0;0;3;;RUB;RUB
4473;3272.00;1817.81;0;0;3;;RUB;RUB
4474;1816.00;1009.09;0;0;3;;RUB;RUB
4476;849.00;424.53;0;0;3;;RUB;RUB
4477;983.00;517.13;1;7;2;голубой;RUB;RUB
4481;1783.00;938.21;1;4;2;прозрачный;RUB;RUB
4489;4921.00;2812.03;1;30;2;;RUB;RUB
4496;1182.00;622.00;1;3;2;;RUB;RUB
4499;1078.00;567.27;0;0;3;;RUB;RUB
4501;3565.00;2037.00;0;0;3;;RUB;RUB
4502;3761.00;2149.29;0;0;3;;RUB;RUB
4503;628.00;279.30;1;21;2;серебро;RUB;RUB
4504;496.00;183.54;1;33;2;розовый;RUB;RUB
4506;920.00;460.00;1;4;1;телесный;RUB;RUB
4534;1998.00;1109.76;1;20;2;фиолетовый;RUB;RUB
4536;1218.00;641.10;1;24;2;черный;RUB;RUB
4538;994.00;497.03;1;59;2;золотой;RUB;RUB
4539;675.00;299.85;1;19;2;розовый;RUB;RUB
4540;502.00;223.10;1;8;2;фиолетовый;RUB;RUB
4541;684.00;341.86;1;109;2;черный;RUB;RUB
4543;684.00;341.86;1;218;2;розовый;RUB;RUB
4544;684.00;341.86;1;163;2;красный;RUB;RUB
4545;1404.00;738.78;1;36;2;синий;RUB;RUB
4557;1760.00;926.35;1;2;2;фиолетовый;RUB;RUB
4560;546.00;242.57;1;1;1;розовый;RUB;RUB
4565;369.00;136.68;0;0;3;;RUB;RUB
4566;930.00;465.03;1;36;2;телесный;RUB;RUB
4576;2069.00;1149.64;0;0;3;;RUB;RUB
4578;1220.00;642.34;1;24;2;золотой;RUB;RUB
4580;662.00;330.81;1;9;2;телесный;RUB;RUB
4592;1653.00;869.82;1;16;2;розовый;RUB;RUB
4595;479.00;177.26;0;0;3;;RUB;RUB
4608;1559.00;820.45;1;24;2;голубой;RUB;RUB
4616;2450.00;1225.00;0;0;3;;RUB;RUB
4622;2888.00;1604.34;1;4;2;;RUB;RUB
4623;1778.00;935.99;1;6;2;серый;RUB;RUB
4650;1323.00;696.50;0;0;3;;RUB;RUB
4651;2187.00;1215.00;0;0;3;;RUB;RUB
4658;1561.00;821.70;0;0;3;;RUB;RUB
4660;2430.00;1350.00;0;0;3;;RUB;RUB
4706;1550.00;775.00;0;0;3;;RUB;RUB
4708;1435.00;755.29;0;0;3;;RUB;RUB
4711;1331.00;700.71;0;0;3;;RUB;RUB
4713;1331.00;700.71;0;0;3;;RUB;RUB
4717;1099.00;578.45;0;0;3;;RUB;RUB
4720;2462.00;1368.05;0;0;3;;RUB;RUB
4721;2462.00;1368.05;1;10;2;телесный;RUB;RUB
4726;1314.00;691.79;0;0;3;;RUB;RUB
4727;1543.00;812.08;1;3;2;;RUB;RUB
4728;1314.00;691.79;0;0;3;;RUB;RUB
4731;2167.00;1204.00;0;0;3;;RUB;RUB
4733;94.00;26.86;0;0;3;;RUB;RUB
4734;94.00;26.86;0;0;3;;RUB;RUB
4735;96.00;27.42;0;0;3;;RUB;RUB
4736;96.00;27.42;0;0;3;;RUB;RUB
4737;96.00;27.42;0;0;3;;RUB;RUB
4738;102.00;29.16;0;0;3;;RUB;RUB
4739;102.00;29.16;0;0;3;;RUB;RUB
4740;102.00;29.16;0;0;3;;RUB;RUB
4741;102.00;29.16;0;0;3;;RUB;RUB
4742;102.00;29.16;1;10;2;зеленый;RUB;RUB
4743;94.00;26.86;0;0;3;;RUB;RUB
4744;94.00;26.86;0;0;3;;RUB;RUB
4745;102.00;29.16;0;0;3;;RUB;RUB
4746;94.00;26.86;0;0;3;;RUB;RUB
4747;102.00;29.16;0;0;3;;RUB;RUB
4748;102.00;29.16;0;0;3;;RUB;RUB
4749;102.00;29.16;1;32;2;розовый;RUB;RUB
4750;102.00;29.16;1;34;2;фиолетовый;RUB;RUB
4751;102.00;29.16;0;0;3;;RUB;RUB
4752;102.00;29.16;1;64;2;зеленый;RUB;RUB
4753;601.00;267.33;0;0;3;;RUB;RUB
4754;458.00;169.52;0;0;3;;RUB;RUB
4755;472.00;174.76;0;0;3;;RUB;RUB
4756;472.00;174.76;1;287;1;розовый;RUB;RUB
4757;601.00;267.33;1;12;2;прозрачный;RUB;RUB
4758;601.00;267.33;1;18;2;розовый;RUB;RUB
4759;601.00;267.33;1;38;2;фиолетовый;RUB;RUB
4761;479.00;213.03;0;0;3;;RUB;RUB
4762;479.00;213.03;0;0;3;;RUB;RUB
4763;505.00;224.24;1;16;2;прозрачный;RUB;RUB
4764;505.00;224.24;1;17;2;розовый;RUB;RUB
4765;505.00;224.24;1;31;2;фиолетовый;RUB;RUB
4766;505.00;224.24;1;8;2;прозрачный;RUB;RUB
4767;505.00;224.24;0;0;3;;RUB;RUB
4768;505.00;224.24;1;25;1;фиолетовый;RUB;RUB
4774;1046.00;550.36;0;0;3;;RUB;RUB
4775;1065.00;560.42;0;0;3;;RUB;RUB
4776;991.00;521.71;0;0;3;;RUB;RUB
4778;1093.00;575.12;1;2;2;;RUB;RUB
4781;872.00;435.79;0;0;3;;RUB;RUB
4782;1078.00;567.38;0;0;3;;RUB;RUB
4786;959.00;504.69;0;0;3;;RUB;RUB
4789;1037.00;545.71;0;0;3;;RUB;RUB
4791;932.00;465.99;1;6;2;;RUB;RUB
4793;1012.00;532.55;0;0;3;;RUB;RUB
4794;991.00;521.71;0;0;3;;RUB;RUB
4796;1004.00;528.40;0;0;3;;RUB;RUB
4798;954.00;476.82;0;0;3;;RUB;RUB
4801;2669.00;1482.68;0;0;3;;RUB;RUB
4802;3453.00;1918.39;1;47;2;телесный;RUB;RUB
4807;6690.00;3823.04;0;0;3;;RUB;RUB
4808;5119.00;2925.11;0;0;3;;RUB;RUB
4809;6690.00;3823.04;0;0;3;;RUB;RUB
4830;1637.00;861.36;1;30;2;;RUB;RUB
4831;2654.00;1474.40;1;10;2;телесный;RUB;RUB
4832;3129.00;1738.24;0;0;3;;RUB;RUB
4846;608.00;304.20;0;0;3;;RUB;RUB
4847;608.00;304.20;0;0;3;;RUB;RUB
4848;608.00;304.20;0;0;3;;RUB;RUB
4849;608.00;304.20;0;0;3;;RUB;RUB
4850;608.00;304.20;0;0;3;;RUB;RUB
4851;608.00;304.20;0;0;3;;RUB;RUB
4852;608.00;304.20;0;0;3;;RUB;RUB
4855;608.00;304.20;0;0;3;;RUB;RUB
4879;467.00;207.48;1;6;1;;RUB;RUB
4880;663.00;294.78;1;20;2;;RUB;RUB
4881;354.00;130.99;1;40;2;;RUB;RUB
4882;1012.00;532.44;1;20;2;;RUB;RUB
4889;858.00;429.00;1;1;1;;RUB;RUB
4917;8322.00;5369.01;0;0;3;;RUB;RUB
4918;1790.00;942.05;1;2;2;;RUB;RUB
4919;2912.00;1617.91;0;0;3;;RUB;RUB
4920;4537.00;2592.81;1;1;2;;RUB;RUB
4921;2956.00;1642.11;1;1;2;;RUB;RUB
4922;4084.00;2333.53;1;1;2;;RUB;RUB
4923;3721.00;2126.10;1;1;2;черный;RUB;RUB
4924;3721.00;2126.10;1;1;2;;RUB;RUB
